Numero,Nome,Sesso,Attività,Paesi di prima pubblicazione,Mercati,Editori,Insegna presso
,"Carbone, Jolie",F,Disegni,IT,GN,Shockdom,
,"Tridico, Andrea",M,Autore unico,IT,GN,Shockdom,
,"Antonellini, Sara",F,Disegni,IT,GN,Beccogiallo,
,"Susi, Lorenzo",M,Disegni,IT,GN,Shockdom,
,"Dispenza, Flavio",M,Colori,US,P,"Dc Comics, IDW Publishing",
,"Mosca, Giulio",M,Autore unico,IT,GN,"Shockdom, Longanesi",
,"Petrone, Walter",M,Autore unico,IT,GN,"Shockdom, Feltrinelli Editore",
,"Tino, Giorgio",M,Autore unico,IT,GN,"Manfont, Comix",
,"Parodi, Alessandro",M,Disegni,IT,GN,"Einaudi, Bompiani",Genova Comics Academy
,"Tommasini, Deborah",F,Autrice unica,IT,GN,Beccogiallo,
,"Pascarella, Salvatore",M,Disegni,"FR, IT",GN,"Mangasenpai, H2T - L'Hydre",Scuola italiana di Comix (Napoli)
,"Bouchami, Sabrina",F,Autrice unica,IT,GN,Mangasenpai,
,"Piscitelli, Francesca",F,Colori,IT,P,Sergio Bonelli Editore,
,"Bandini, Michele",M,Disegni,"IT, US",P,"Panini Comics, Marvel Comics",
,"Martello, Annapaola",F,Disegni,"IT, US",P,"Bugs Comics, Marvel Comics, Zenescope, Vestron",
,"Vecchio, Jacopo",M,Autore unico,IT,GN,"Beccogiallo, Round Robin, Hop Edizioni",
,"Barengo, Monica",F,Disegni,IT,GN,Beccogiallo,
,"Varbella, Sergio",M,Autore unico,IT,GN,Arnoldo Mondadori Editore,
,"Palmisciano, NicolÃ²",M,Disegni,IT,GN,Edizioni Inkiostro,
,"Manieri, Stefano",M,Disegni,IT,P,"Edizioni Inkiostro, Bugs Comics",
,"Tatoli, Francesco",M,Autore unico,IT,GN,Edizioni Inkiostro,
,"Randazzo, Riccardo",M,Disegni,IT,P,"Edizioni Inkiostro, Bugs Comics",
,"Cardella, Ester",M,Disegni,IT,GN,Edizioni Inkiostro,
,"Mogavino, Simona",F,Sceneggiatura,FR,GN,"Editions Delcourt, Editions Glenat",
,"Cosentino, Antonello",M,Disegni,IT,GN,Edizioni Inkiostro,
,"Lauria, Arturo",M,Disegni,IT,"P, GN","Sergio Bonelli Editore, Edizioni Inkiostro",
,"Di Clemente, Cristian",M,"Disegni, Autore unico",IT,"P, GN","Tunué, Edizioni Inkiostro, Bugs Comics",
,"Masini, Jacopo",M,Sceneggiatura,IT,GN,Edizioni Inkiostro,
,"Ingranata, Roberta",F,Disegni,IT,GN,Noise Press,
,"Burzo, Valeria",F,Disegni,IT,GN,Edizioni Inkiostro,
,"Carnevale, Enrico",M,Disegni,IT,GN,Edizioni Inkiostro,
,"Pullano, Giovanni",M,Disegni,IT,GN,"Beccogiallo, Edizioni Inkiostro",
,"Riccio, Maria",F,Disegni,"FR, IT","P, GN","Edizioni Inkiostro, Petit à Petit",
,"Paciaroni, Francesco",M,Disegni,IT,GN,Edizioni Inkiostro,
,"Schiavon, Firas",M,Sceneggiatura,IT,GN,Edizioni Inkiostro,
,"Sartor, Cristiano",M,Disegni,IT,GN,Edizioni Inkiostro,
,"Colapietro, Leonardo",M,Disegni,"IT, US",P,"Noise Press, Zenescope, Valiant Entertainment",
,"Carotenuto, Marta",F,Sceneggiatura,IT,GN,Edizioni Inkiostro,
,"Baldolini, Fabio",M,Disegni,IT,GN,Edizioni Inkiostro,
,"Palloni, Lorenzo",M,"Autore unico, Sceneggiatura","FR, IT",GN,"SaldaPress, Rizzoli Lizard Lizard, Feltrinelli Editore, Edizioni Inkiostro, Sarbacane, Akileos",Scuola internazionale di Comics - Firenze/Reggio Emilia
,"Abrignani, Francesco",M,Chine,IT,P,The Walt Disney Company,
,"Ginori, Alessandro",M,Sceneggiatura,IT,GN,It Comics,
,"Guida, Giuseppe",M,Disegni,IT,GN,"Edizioni Inkiostro, Round Robin",Scuola di fumetto INKiostro (Foggia)
,"Oliveira, Bruno",M,Autore unico,IT,P,San Paolo Periodici,Fumé Scuola di fumetto
,"Acunzo, Vincenzo",M,Disegni,"FR, IT, US","P, GN","Sergio Bonelli Editore, Dark Horse Comics, Dc Comics, Marvel Comics, Editions Soleil, Editions Clair de Lune",Scuola internazionale di Comics - Napoli
,"Villanelli, Paolo",M,Disegni,US,P,"Marvel Comics, IDW Publishing, Boom! Studios",Scuola internazionale di Comics - Roma
,"De Iulis, Mattia",M,Colori,"IT, US",P,"Sergio Bonelli Editore, Panini Comics, Marvel Comics",
,"Scalco, Oscar",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Bertotti, Ugo",M,Autore unico,IT,GN,Coconino Press,
,"Cardinali, Gaia",F,"Colori, Autrice unica","IT, US","P, GN","Tunué, Dark Horse Comics",
,"Failla, Marco",M,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"Broccardo, Andrea",M,"Disegni, Chine","IT, US",P,"Sergio Bonelli Editore, Panini Comics, Marvel Comics",
,"Storai, Niccolo'",M,Autore unico,IT,GN,"Tunué, Rizzoli Lizard Lizard",
,"Di Caro, Gabriele",M,Disegni,IT,GN,Kleiner Flug,
,"Bianchi, Lorenzo",M,Sceneggiatura,IT,GN,"Kleiner Flug, Edizioni NPE",
,"Ferrari, Genny",F,"Chine, Autrice unica",IT,GN,Kleiner Flug,
,"Rossi, Filippo",M,Sceneggiatura,IT,GN,Kleiner Flug,Scuola internazionale di Comics - Firenze
,"Regni, Angelica",F,Disegni,IT,GN,Kleiner Flug,
,"Palarchi, Maurizio",M,Sceneggiatura,IT,GN,Kleiner Flug,
,"Melis, Roberto",M,Disegni,IT,"P, GN","Sergio Bonelli Editore, ReNoir Comics, Arnoldo Mondadori Editore",
,"Sena, Mariangela",F,Sceneggiatura,IT,GN,Kleiner Flug,
,"Raddi, Valentina",F,Disegni,IT,GN,"Shockdom, Kleiner Flug",
,"Nencioni, Alessio",M,Sceneggiatura,IT,GN,Kleiner Flug,
,"Rocchi, Marco",M,Sceneggiatura,IT,GN,"Tunué, Kleiner Flug",
,"Serio, Andrea",M,Autore unico,IT,GN,"Oblomov Edizioni, Kleiner Flug",Scuola internazionale di Comics - Torino
,"Balluchi, Alessandro",M,Disegni,IT,GN,Kleiner Flug,
,"Carta, Giorgio",M,Disegni,IT,GN,Kleiner Flug,
,"Favilla, Guglielmo",M,Sceneggiatura,IT,GN,Kleiner Flug,
,"Tarantino, Corso",M,Autore unico,IT,GN,Kleiner Flug,
,"Putignano, Pierpaolo",M,"Disegni, Autore unico",IT,GN,Kleiner Flug,
,"Pinelli, Luca",M,"Disegni, Colori",IT,GN,Kleiner Flug,Scuola internazionale di Comics - Firenze
,"Bacchetta, Alessandro",M,Autore unico,IT,GN,Kleiner Flug,
,"Braghieri, Corinna",F,"Disegni, Autrice unica",IT,GN,Kleiner Flug,
,"Belgrado, Eugenio",M,"Disegni, Autore unico",IT,GN,Lavieri Edizioni,
,"Dalisi, Luca",M,Autore unico,IT,GN,Lavieri Edizioni,
,"Polizzo, Francesco",M,Sceneggiatura,IT,"P, GN","Shockdom, Editoriale Cosmo, Noise Press, Kleiner Flug",
,"Liuzzi, Fabrizio",M,Sceneggiatura,IT,GN,"Lavieri Edizioni, BD, Edizioni NPE",
,"Vitti, Gianfranco",M,Disegni,IT,GN,"Lavieri Edizioni, BD",
,"Benefico, Gabriele",M,Disegni,IT,GN,"Lavieri Edizioni, BD, Edizioni NPE",
,"Pugliese, Marco",M,Disegni,IT,GN,Tunué,
,"Pizzilli, Gloria",F,Disegni,IT,GN,Lavieri Edizioni,
,"Del Prete, Paola",F,Autrice unica,IT,GN,Lavieri Edizioni,Scuola italiana di Comix (Napoli)
,"Fanelli, Ciro",M,Autore unico,IT,GN,Rizzoli Lizard Lizard,
,"Settimo, Andrea",M,"Disegni, Autore unico","FR, IT",GN,"Coconino Press, Rizzoli Lizard Lizard, Edizioni Zanetti, Sarbacane",
,"Riccioni, Francesca",F,Sceneggiatura,IT,GN,Rizzoli Lizard Lizard,
,"Honaryar, Nassim",F,Autrice unica,IT,GN,Rizzoli Lizard Lizard,
,"Zeoli, Antonio",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Zoni, Francesca",F,Disegni,IT,GN,Rizzoli Lizard Lizard,
,"Ceccoli, Nicoletta",F,Autrice unica,FR,GN,Editions Soleil,
,"Traisci, Paolo",M,Disegni,FR,GN,Editions Glenat,
,"Pesov, Boban",M,Autore unico,IT,GN,Magic Press Edizioni,
,"Cirincione, Roberto",M,Sceneggiatura,IT,P,"Magic Press Edizioni, Editoriale Cosmo",
,"Lupattelli, Carita",F,Disegni,FR,GN,Les Humanoides Associes,
,"Mancinelli, Sergio",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Coltellacci, Lorenzo",M,Sceneggiatura,IT,GN,"Magic Press Edizioni, Tunué",
,"Di Nicola, Fabrizio",M,Disegni,IT,GN,"Shockdom, Edizioni NPE",
,"Bonetti, Fabio",M,Autore unico,IT,GN,Maledizioni,
,"Petrobon, Federico",M,"Disegni, Colori",FR,GN,"Editions Soleil, Editions Delcourt, Le Editions Le Lombard",
,"Garau, Stefano",M,Disegni,FR,GN,Editions Glenat,
,"Geminiani, Maurizio",M,Disegni,"FR, IT",GN,"Arnoldo Mondadori Editore, Editions Glenat",
,"Mucciacito, Francesco",M,Disegni,"FR, IT",GN,"Arnoldo Mondadori Editore, Editions Soleil, Editions Delcourt",
,"De Vincenzi, Alessia",F,Disegni,FR,GN,"Editions Delcourt, Petit à Petit",
,"Cenni, Filippo",M,Disegni,FR,GN,Editions Glenat,
,"Traina, Giusto",M,Disegni,FR,GN,Editions Glenat,
,"Goy, David",M,Sceneggiatura,IT,P,Star Comics,
,"Cammardella, Alessio",M,Disegni,FR,GN,Editions Glenat,
,"Ferniani, Federico",M,Disegni,FR,GN,"Editions Soleil, Editions Glenat",
,"Fraffrog Presentini, Francesca",F,Autrice unica,IT,GN,Shockdom,
,"Piccoli, Guido",M,Sceneggiatura,FR,GN,"Arnoldo Mondadori Editore, Dargaud",
,"Boselli, Silvio",M,Disegni,IT,GN,Beccogiallo,
,"Bergami, Giulio",M,Sceneggiatura,IT,GN,Kleiner Flug,
,"Marotta, Daniele",M,Autore unico,IT,GN,"Effequ, Minimum Fax",Scuola di fumetto e scrittura (Siena)
,"Mazzanti, Attilio",M,Autore unico,FR,GN,Editions Soleil,
,"Chiavini, Lorenzo",M,Autore unico,FR,GN,Futuropolis,
,"De Lellis, Stefano",M,Disegni,IT,P,The Walt Disney Company,
,"Mancuso, Federico",M,Disegni,IT,P,The Walt Disney Company,
,"Lo Storto, Francesco",M,Disegni,"FR, IT, US","P, GN","Star Comics, Editions Glenat, IDW Publishing",Scuola internazionale di Comics - Roma
,"Meucci, Andrea",M,Sceneggiatura,IT,GN,"Kleiner Flug, BD",
,"Nuti, Lorenzo",M,Disegni,"FR, IT",GN,"Kleiner Flug, Tabou",
,"Trevisanello, Liri",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Vivaldo, Andrea",M,Disegni,IT,GN,Beccogiallo,
,"Friedl, Isaak",M,"Autore unico, Sceneggiatura",IT,"P, GN","Sergio Bonelli Editore, Tunué, Panini Comics",
,"Fiorillo, Stefania",F,Disegni,IT,P,The Walt Disney Company,
,"Spagnoli, Cristina",F,"Disegni, Colori, Sceneggiatura",IT,P,The Walt Disney Company,
,"Barone, Benedetta",F,"Disegni, Sceneggiatura",IT,P,The Walt Disney Company,
,"Salfo, Federica",F,Disegni,IT,P,The Walt Disney Company,
,"Galliani, Maria Grazia",F,Disegni,IT,P,The Walt Disney Company,
,"Dubini, Miriam",F,Sceneggiatura,IT,P,The Walt Disney Company,
,"Gentilini, Marco",M,Disegni,IT,P,The Walt Disney Company,
,"Pericoli, Chantal",M,Sceneggiatura,IT,P,The Walt Disney Company,
,"Muzzolini, Maria",F,Sceneggiatura,IT,P,The Walt Disney Company,
,"Frassetto, Stefano",M,"Autore unico, Sceneggiatura",IT,"P, GN","Comma 22, Pavesio, San Paolo Periodici, Comix",
,"Ruotolo, Fabio",M,"Disegni, Colori","FR, IT",GN,"Lavieri Edizioni, Èditions Editions Caurette",Scuola internazionale di Comics - Torino
,"De Pretto, Lorenzo",M,"Disegni, Autore unico, Sceneggiatura","FR, IT","P, GN","The Walt Disney Company, Edizioni Piemme, Egmont",
,"Evangelisti, Patrizio",M,"Disegni, Colori",FR,GN,Editions Delcourt,
,"Galeotti, Federico",M,Lettering,IT,GN,RW Edizioni - Lion,
,"Vanni, Silvia",F,Autrice unica,IT,GN,"BAO Publishing, BD",
,"Longo, Albhey",M,Autore unico,IT,GN,BAO Publishing,
,"Perrimezzi, Lucio",M,Sceneggiatura,IT,GN,"Tunué, Noise Press",
,"Cicognola, Luca",M,Disegni,IT,GN,Noise Press,
,"Federici, Vincenzo",M,Disegni,"FR, IT, US","P, GN","Noise Press, Editions Soleil, IDW Publishing, Petit à Petit, Triomphe",
,"Cosentino, Daniele",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Chemello, Federico",M,Sceneggiatura,"FR, IT",GN,"Shockdom, Noise Press, Editions Clair de Lune",
,"Massaggia, Alberto",M,"Disegni, Sceneggiatura","IT, US",P,"Sergio Bonelli Editore, Shockdom, Noise Press, Scout Comics",
,"Poggiali, Pamela",F,Colori,"FR, IT","P, GN","The Walt Disney Company, Noise Press, Casterman, Kleiner Flug, Editions Soleil",
,"Furini, Maurizio",M,Sceneggiatura,"FR, IT",GN,"Shockdom, Noise Press, Editions Clair de Lune",
,"Natarella, Lorenza",F,Autrice unica,IT,GN,BAO Publishing,
,"Guglielmo, Laura",F,"Disegni, Sceneggiatura","FR, IT",GN,"BAO Publishing, Akileos",
,"Rumiz, Susanna",F,Disegni,IT,GN,BAO Publishing,
,"Racca, Emanuele",M,Autore unico,IT,GN,BAO Publishing,
,"Mattioni, Ilaria",F,Autrice unica,IT,GN,BAO Publishing,
,"Simoni, Matilde",F,Disegni,IT,GN,"Beccogiallo, Barta Edizioni",
,"Savino, Francesco",M,Autore unico,IT,GN,"BAO Publishing, Shockdom",
,"Pace, Simone",M,Autore unico,IT,"P, GN","Barta Edizioni, Alias - il Manifesto, Il Battello a Vapore",
,"Magnasciutti, Fabio",M,Disegni,IT,GN,Barta Edizioni,
,"Ricci, Roberto",M,Disegni,FR,GN,"Les Humanoides Associes, Dargaud, Futuropolis",
,"La Neve, Lorenzo",M,Sceneggiatura,IT,GN,"Beccogiallo, Barta Edizioni",
,"Diana, Gianluca",M,Sceneggiatura,IT,GN,Barta Edizioni,
,"Manera, Matteo",M,Disegni,IT,GN,BD,
,"Schiavone, Alberto",M,Sceneggiatura,IT,GN,BD,
,"Ciancarini, Veronica",F,Autrice unica,IT,GN,BD,
,"Susini, Arjuna",F,Disegni,IT,P,"Sergio Bonelli Editore, AfterShock Comics",Scuola internazionale di Comics - Firenze
,"Allegra, Gianni",M,Autore unico,IT,GN,Tunué,
,"Giordano, Giulio",M,Disegni,IT,"P, GN","Sergio Bonelli Editore, Lavieri Edizioni",
,"Lauciello, Roberto",M,Disegni,IT,P,"The Walt Disney Company, ReNoir Comics",Genova Comics Academy
,"Sanna, Alessandro",M,Autore unico,IT,GN,Coconino Press,
,"Desiato, Paco",M,Disegni,IT,P,"The Walt Disney Company, Round Robin",Scuola italiana di Comix (Napoli)
,"Campo, Antonio",M,"Disegni, Colori","FR, US","P, GN","Les Humanoides Associes, IDW Publishing",Scuola del fumetto (Milano)
,"Rubino, Maurizia",F,"Disegni, Autrice unica",IT,GN,"BAO Publishing, Boom! Studios",
,"Nicolaci, Silvestro",M,Disegni,FR,GN,Editions Soleil,
,"Bono, Fabio",M,Disegni,FR,GN,Editions Glenat,
,"Mozzato, Andrea",M,Autore unico,IT,GN,"Beccogiallo, Stigma/Eris Edizioni",
,"Frosi, Francesco",M,Disegni,IT,P,Periodici San Paolo,Scuola internazionale di Comics - Padova
,"Maroh, Julie",F,Autrice unica,FR,GN,"Panini Comics, Editions Glenat",
,"Farinella, Matteo",M,Autore unico,"IT, GB",GN,"Rizzoli Lizard Lizard, Nobrow",
,"Bessoni, Stefano",M,Autore unico,IT,GN,Logos Edizioni,
,"Morri, Mabel",F,Autrice unica,IT,GN,Kappalab,
,"Lacavalla, Maurizio",M,Autore unico,IT,GN,BD,
,"Voglino, Andrea",M,Sceneggiatura,IT,P,"Sergio Bonelli Editore, Alias - il Manifesto",
,"Baino, Luca",M,Sceneggiatura,IT,GN,"Shockdom, Beccogiallo",
,"Biondi, Flavia",F,"Disegni, Autrice unica","IT, US","P, GN","BAO Publishing, Dark Horse Comics",
,"De Stena, Francesco",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Fontana, Andrea",M,Autore unico,IT,GN,BD,
,"Ferraris, Gea",F,Disegni,IT,GN,BD,
,"Morettini, Elia",M,Disegni,IT,GN,BD,
,"Frittella, Andrea",M,Autore unico,IT,GN,BD,
,"Tonello, Giada",F,Autrice unica,IT,GN,BD,
,"Beltramini, Micol",F,Sceneggiatura,IT,GN,BD,
,"Ruvidotti, Lucio",M,Autore unico,IT,GN,"Feltrinelli Editore, BD",
,"Bussacchini, Angelo",M,"Disegni, Colori","FR, IT",GN,"Casterman, BD, Vents d'Ouest, Albin Michel",Scuola internazionale di Comics - Brescia
,"Mascolo, Fabiana",F,"Disegni, Colori","IT, US","P, GN","Editoriale Aurea, Editoriale Cosmo, Feltrinelli Editore, BD, Boom! Studios, Scout Comics",
,"Triolo, Elena",F,"Disegni, Autrice unica",IT,GN,"BD, Hop Edizioni",
,"Vicentini Orgnani, Francesco",M,Sceneggiatura,IT,GN,BD,
,"Valenti, Leonardo",M,Sceneggiatura,IT,GN,"Tunué, Beccogiallo",
,"Mazza, Ettore",M,Autore unico,IT,GN,BD,
,"Scalera, Matteo",M,Disegni,"IT, US","P, GN","SaldaPress, BAO Publishing, Panini Comics, Marvel Comics, Boom! Studios",
,"Munarini, Stefano",M,Sceneggiatura,IT,GN,BD,
,"Ferrero, Mauro",M,Disegni,IT,GN,"Tunué, BD",
,"Lenci, Luca",M,"Disegni, Colori","FR, IT",GN,"SaldaPress, Kleiner Flug, BD, Sarbacane",
,"Gerardi, Marta",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Peroni, Marco",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Pesce, Mariapaola",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Cecchetti, Riccardo",M,Disegni,IT,GN,Beccogiallo,
,"Zohar, Mel",F,Disegni,IT,GN,Beccogiallo,
,"Stamboulis, Elettra",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Romagnoli, Laura",F,Autrice unica,IT,GN,Beccogiallo,
,"Mariani, Susanna",F,Disegni,IT,GN,Beccogiallo,
,"Tordi, Simone",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Bonfanti, Davide",M,Disegni,IT,GN,Beccogiallo,Scuola del fumetto (Milano)
,"Laprovitera, Andrea",M,Sceneggiatura,IT,GN,"Tunué, Beccogiallo, Kleiner Flug, Edizioni NPE",
,"Valdameri, Matteo",M,Disegni,IT,GN,Beccogiallo,
,"Amerio, Luca",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Bonazzi, Stefano",M,Sceneggiatura,IT,GN,"Beccogiallo, Cronache di Topolinia",
,"Santi, Vittorio",M,Disegni,IT,GN,Beccogiallo,Scuola internazionale di Comics - Brescia
,"Barletta, Emiliano",M,Sceneggiatura,IT,GN,Edizioni NPE,
,"Melarosa, Alessandra",F,Autrice unica,IT,GN,Edizioni NPE,
,"Cammarata, Nino",M,"Disegni, Colori, Autore unico",IT,GN,Edizioni NPE,
,"Formola, Luigi",M,Sceneggiatura,IT,GN,Edizioni NPE,
,"Corrao, Stefano",M,Disegni,IT,GN,Edizioni NPE,
,"Villani, Gabriele",M,Autore unico,IT,GN,Beccogiallo,
,"Surian, Alessio",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Di Masi, Diego",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Martino, Emiliano",M,Disegni,IT,GN,Beccogiallo,
,"Garofalo, Katia",F,Autrice unica,IT,GN,Beccogiallo,
,"Rocchi, Silvia",F,Autrice unica,IT,GN,"Rizzoli Lizard Lizard, Beccogiallo, Canicola Edizioni",
,"Martino, Lorenzo",M,Disegni,IT,GN,Beccogiallo,
,"Pagliarini, Riccardo",M,Disegni,IT,GN,Beccogiallo,
,"Ambrosini, Alessandro",M,Disegni,IT,GN,Beccogiallo,
,"Castelluccio, Davide",M,Disegni,IT,GN,"ReNoir Comics, Beccogiallo",
,"Cangiano, Giuliano",M,"Colori, Autore unico",IT,"P, GN","The Walt Disney Company, Panini Comics, Beccogiallo, BD, Altrinformazione, Salani",
,"Pucciarelli, Gianluigi",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Sardano, Cisco",M,Autore unico,IT,GN,Beccogiallo,
,"Santoni, Manuela",F,Autrice unica,IT,GN,Beccogiallo,Pencil ART (Bari)
,"Albertini, Eliana",F,Autrice unica,IT,GN,"Beccogiallo, Maledizioni, Edizioni Zanetti",
,"Tabilio, Marco",M,Autore unico,IT,GN,Beccogiallo,
,"Rossetti, Eva",F,Disegni,"FR, IT",GN,"Beccogiallo, Steinkis",
,"Lolli, Matteo",M,Disegni,"IT, US",P,"Panini Comics, Marvel Comics",Scuola internazionale di Comics - Reggio Emilia
,"Casagrande, Elena",F,"Disegni, Chine","FR, IT, US",P,"Panini Comics, Bugs Comics, Dc Comics, Marvel Comics, IDW Publishing, Titan Comics, Boom!Studios",SRF - Scuola Romana dei Fumetti
,"Di Giovanni, Alessia",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Ongarato, Pierluigi",M,Disegni,IT,GN,Beccogiallo,
,"Valentini, Paolo",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Grande, Valentina",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Scarduelli, Giovanni",M,"Disegni, Autore unico",IT,GN,"Beccogiallo, Centauria, La Stampa",
,"Regattin, Matteo",M,Autore unico,IT,GN,Edizioni NPE,
,"Perazzone, Simone",M,Sceneggiatura,IT,GN,Edizioni NPE,
,"Tramutoli, Margherita",F,Autrice unica,IT,GN,"Beccogiallo, Feltrinelli Editore, Kleiner Flug",The Sign - Comics & Arts Academy (Firenze)
,"Garota, Davide",M,Autore unico,IT,GN,Tunué,
,"Tinti, Gabriele",M,Sceneggiatura,IT,GN,Edizioni NPE,
,"Spampanato, Jacopo",M,Autore unico,IT,GN,Edizioni NPE,
,"Ranghiasci, Alessandro",M,Disegni,IT,GN,Beccogiallo,
,"Ben Mohamed, Takoua",F,Autrice unica,IT,GN,Beccogiallo,
,"Zaramella, Anita",F,Autrice unica,IT,GN,Beccogiallo,
,"Belandi, Nicolo'",M,Disegni,IT,GN,Beccogiallo,
,"Mastragostino, Matteo",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Taboni, Roberta",F,Autrice unica,IT,GN,Beccogiallo,
,"Ferri, Mattia",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Fratini, Giorgio",M,Autore unico,IT,GN,Beccogiallo,
,"Morici, Giuseppe",M,"Disegni, Colori",IT,GN,Beccogiallo,
,"Percivati, Elisabetta",F,Autrice unica,IT,GN,Beccogiallo,
,"Abastanotti, Chiara",F,Autrice unica,IT,GN,"Beccogiallo, Maledizioni",Scuola internazionale di Comics - Brescia
,"Brucini, Fabio",M,Disegni,IT,GN,Beccogiallo,
,"Corvi, Lele",M,Autore unico,IT,GN,Beccogiallo,
,"Tanfani, Laura",F,Autrice unica,IT,GN,Beccogiallo,
,"Boscoli, Duccio",M,Autore unico,IT,GN,Beccogiallo,
,"Solinas, Antonio",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Gallina, Paolo",M,Disegni,IT,GN,"Beccogiallo, Edizioni Zanetti",
,"Boraley, Steve",M,Disegni,IT,P,Sergio Bonelli Editore,Scuola italiana di Comix (Napoli)
,"Garagiola, Andrea",M,Sceneggiatura,IT,"P, GN","Sergio Bonelli Editore, Edizioni Inkiostro",
,"Brancato, Sergio",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,Scuola italiana di Comix (Napoli)
,"Torti, Marco",M,Sceneggiatura,IT,GN,Shockdom,
,"Sammartino, Lucio",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Fiengo, Fabiana",F,Disegni,IT,P,Sergio Bonelli Editore,
,"Di Vito, Andrea",M,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"Terracciano, Paolo",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,Scuola italiana di Comix (Napoli)
,"Davide, Cali'",M,Sceneggiatura,"FR, IT",GN,"Diabolo, Kramiek, Sarbacane",
,"Adamo, Tino",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Masperi, Sergio",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Matera, Adele",F,"Colori, Autrice unica",IT,"P, GN","Sergio Bonelli Editore, BAO Publishing",
,"Pozza, Luca",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Vicentini, Federico",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Garizio, Simone",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Bandiera, Riccardo",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Claretti, Luca",M,"Disegni, Colori",IT,P,Sergio Bonelli Editore,
,"Bracchi, Manuel",M,Disegni,"IT, US",P,"Sergio Bonelli Editore, IDW Publishing, Boom! Studios",
,"Francavilla, Francesco",M,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"Bertilorenzi, Michele",M,Disegni,"IT, US",P,"Sergio Bonelli Editore, Dc Comics, Marvel Comics",The Sign - Comics & Arts Academy (Firenze)
,"Calza, Lorenzo",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Dante, Alex",M,Colori,IT,P,Sergio Bonelli Editore,
,"Valeri, Cesare",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Bovo, Lorenzo",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Editions Le Lombardo, Spartaco",M,Colori,IT,P,Sergio Bonelli Editore,
,"Boccanfuso, Emanuele",M,Disegni,IT,P,Sergio Bonelli Editore,Scuola Mohole (Milano)
,"Ramella, Giuliano",M,Sceneggiatura,IT,GN,ReNoir Comics,
,"Janni, Mario",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Becciu, Antonello",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Proietti, Fernando",M,Disegni,"FR, IT","P, GN","Sergio Bonelli Editore, Editions Glenat",
,"Aicardi, Davide",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Vitrano, Pietro",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Regazzoni, Luciano",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Di Meo, Simone",M,Disegni,IT,P,"Sergio Bonelli Editore, The Walt Disney Company",Scuola internazionale di Comics - Torino
,"La Bella, Riccardo",M,Disegni,"FR, IT","P, GN","Sergio Bonelli Editore, Editoriale Cosmo, Editions Glenat",
,"Fabiani, Daniele",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Fusari, Alessandro",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Bruno, Pietrantonio",M,Disegni,IT,P,"Sergio Bonelli Editore, Bugs Comics",
,"Saponti, Luca",M,"Disegni, Colori","FR, IT","P, GN","Sergio Bonelli Editore, Editions Soleil, Editions Glenat",
,"Spalletta, Giorgio",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Carotenuto, Francesca",F,Colori,IT,P,Sergio Bonelli Editore,
