"","Nome d'arte","Nome","Sesso","Attivit‡","Paesi.di.prima.pubblicazione","Mercati","Editori","Insegna.presso","ISBN"
"315",NA,"Caizzi, Francesca","F","Sceneggiatura","IT","GN","Edizioni INKiostro","Scuola di fumetto INKiostro (Foggia)",""
"316",NA,"Cajelli, Diego","M","Sceneggiatura","IT","P, GN","Astorina, BD, Sergio Bonelli Editore","",""
"317",NA,"Calabria, Dario","M","Colori","IT","P","Sergio Bonelli Editore","",""
"318",NA,"Calcaterra, Ivan","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"319",NA,"Calderone, Carmelo","M","Autore Unico","IT","GN","Lavieri Edizioni","",""
"320",NA,"Calderone, Quirino","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore","La scuola del fumetto (Cosenza)",""
"321",NA,"Calegari, Renzo","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"322",NA,"CalÏ, Davide","M","Sceneggiatura","IT, FR","GN","Diabolo Edizioni, Kramiek, Sarbacane","",""
"323",NA,"Calia, Claudio","M","Autore Unico","IT","GN","BeccoGiallo, Linus","",""
"324",NA,"Califano, Silvia","F","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore","",""
"325",NA,"Callerami, Salvatore","M","Autore Unico, Disegni","IT","GN","BeccoGiallo, Shockdom","",""
"326",NA,"Calore, Alessandro","M","Disegni","FR","GN","…ditions Delcourt","",""
"327",NA,"Caluri, Daniele","M","Disegni","IT","P, GN","Feltrinelli Editore, Sergio Bonelli Editore","",""
"328",NA,"Calza, Lorenzo","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"329",NA,"Camagni, Giulio","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"330",NA,"Camagni, Jacopo","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics","",""
"331",NA,"Camarda, Larry","M","Disegni","IT","P","Baldini e Castoldi, Little Nemo","",""
"332",NA,"Camardella, Alessio","M","Disegni","FR","GN","…ditions Glenat","",""
"333",NA,"Cambi, Valentina","F","Sceneggiatura","IT","P","The Walt Disney Company","",""
"334",NA,"Camboni, Silvio","M","Disegni","IT","P","The Walt Disney Company","",""
"335",NA,"Camelli, Laura ""La Came""","F","Disegni","FR","GN","Sarbacane","",""
"336",NA,"Camerini, Lorenzo","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"337",NA,"Camerini, Valentina","F","Sceneggiatura","IT","P","The Walt Disney Company","",""
"338",NA,"Cammarata, Nino","M","Autore Unico, Colori, Disegni","IT","GN","Edizioni NPE","",""
"339",NA,"Cammardella, Alessio","M","Disegni","FR","GN","…ditions Glenat","Scuola internazionale di Comics - Napoli",""
"340",NA,"Cammello, Pablo","M","Autore Unico","IT","GN","Coconino Press, Shockdom","",""
"341",NA,"Camoriano, Paola","F","Autrice Unica","IT","GN","TunuÈ","",""
"342",NA,"Campagna, Dario","M","Autore Unico","IT","GN","BeccoGiallo","",""
"343",NA,"Campana, Paolo ""Ottokin""","M","Autore Unico","IT","GN","TunuÈ","",""
"344",NA,"Campanella, Andrea","M","Sceneggiatura","IT","GN","TunuÈ","",""
"345",NA,"Campanini, Tommaso","M","Disegni","USA","P","FreakTown Comics, Sugar Skull Media","The Sign - Comics & Arts Academy (Firenze)",""
"346",NA,"Campi, Thomas","M","Autore Unico, Disegni","IT, FR","GN","Bao Publishing, Coconino Press, …ditions Delcourt, …ditions Dupuis, …ditions le Lombard","",""
"347",NA,"Campinoti, Paolo","M","Disegni","IT, FR","P, GN","…ditions Jungle, The Walt Disney Company","",""
"348",NA,"Campo, Antonio","M","Colori, Disegni","FR, USA","P, GN","IDW Publishing, Les Humanoides Associes","Scuola del fumetto (Milano)",""
"349",NA,"Camuncoli, Giuseppe","M","Disegni","IT, USA","P, GN","Arnoldo Mondadori Editore, DC Comics, Marvel Comics, Mondadori, Panini Comics","Scuola internazionale di Comics - Firenze/Reggio Emilia",""
"350",NA,"Candita, Giuseppe","M","Disegni","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore","",""
"351",NA,"Canepa, Barbara","F","Colori, Disegni","IT, FR","GN","Bao Publishing, …ditions Soleil, The Walt Disney Company, TunuÈ","",""
"352",NA,"Caneschi, Theo","M","Disegni","FR","GN","Dargaud, …ditions Delcourt","",""
"353",NA,"Canfailla, Cristian","M","Disegni","IT, FR","GN","…ditions Dupuis, SaldaPress","",""
"354",NA,"Cangialosi, Ciro","M","Colori, Disegni","IT","P, GN","Shockdom, The Walt Disney Company","Scuola internazionale di Comics - Torino",""
"355","Kanjano","Cangiano, Giuliano","M","Autore Unico, Colori, Disegno","IT","P, GN","Altrinformazione, BD, BeccoGiallo, Panini Comics, Salani, The Walt Disney Company","",""
"356",NA,"Cannatella, Paola","F","Autrice Unica, Disegni","IT","GN","BeccoGiallo, Rizzoli Lizard, TunuÈ","",""
"357",NA,"Cannucciari, Bruno","M","Disegni","IT","P, GN","Sergio Bonelli Editore, TunuÈ","SRF - Scuola Romana dei Fumetti",""
"358",NA,"Canottiere, Lorena","F","Autrice Unica","IT, FR","GN","Coconino Press, Diabolo Edizioni, Ici MÍme, Oblomov Edizioni","",""
"359",NA,"Cantone, Leonardo","M","Sceneggiatura","IT","GN","Shockdom","",""
"360",NA,"Capitan Artiglio","M","Autore Unico","IT","GN","Bao Publishing","",""
"361",NA,"Capoano, Giuseppe","M","Disegni","IT","GN","BeccoGiallo","",""
"362",NA,"Capolupo, Angela","F","Colori","IT","P","The Walt Disney Company","",""
"363","Dado","Caporali, Davide","M","Autore Unico, Disegni","IT","GN","Shockdom","",""
"364",NA,"Capovilla, Simona","F","Disegni","IT","GN","Libreria Geografica","",""
"365",NA,"Cappelli, Caterina","F","Autrice Unica, Disegni","IT","GN","Il Battello a Vapore","",""
"366",NA,"Cappiello, Ivan","M","Colori","IT","GN","Edizioni NPE","",""
"367",NA,"Caracuzzo, Flavia","F","Colori","FR","GN","…ditions Soleil","",""
"368",NA,"Caracuzzo, Giancarlo","M","Disegni","IT, FR, USA","P ","Bugs Comics, …ditions Delcourt, IDW Publishing, Marvel Comics, Sergio Bonelli Editore","",""
"369",NA,"Carbone, Jolie","F","Disegni","IT","GN","Shockdom","",""
"370",NA,"Cardella, Ester","M","Disegni","IT","GN","Edizioni INKiostro","",""
"371",NA,"Cardinali, Gaia","F","Autrice Unica, Colori","IT, USA","P, GN","Dark Horse Comics, TunuÈ","",""
"372",NA,"Cardinali, Vanessa","F","Autrice Unica","IT","GN","Bao Publishing","Scuola internazionale di Comics - Pescara",""
"373",NA,"Cardona, Vinci","M","Autore Unico","IT","GN","BD","",""
"374",NA,"Cardone, Andrea","M","Disegni","IT","GN","TunuÈ","",""
"375",NA,"Cardoselli, Stefano","M","Sceneggiatura","IT","GN","Cut Up Publishing","",""
"376","Oscarito","Carenzi, Andrea","M","Disegni","IT","P, GN","Panini Comics, Star Comics","",""
"377",NA,"Caretta, Fernando","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"378",NA,"Caretta, Stefania","F","Disegni","IT","P","Astorina","",""
"379",NA,"Carit‡, Francesca","F","Disegni","IT","GN","TunuÈ","",""
"380",NA,"Carlini Eleonora","F","Disegni","FR, USA","P, GN","AfterShock Comics, Akileos, BOOM! Studios, DC Comics, Titan Comics, Urban Comics","",""
"381",NA,"Carlomagno, French","M","Disegni","IT","GN","Bao Publishing","",""
"382",NA,"Carminati, Michele","M","Autore Unico","IT","GN","It Comics","",""
"383",NA,"Carnevale, Enrico","M","Disegni","IT","GN","Edizioni INKiostro","",""
"384",NA,"Carnevale, Massimo","M","Disegni","IT","P, GN","BD, Sergio Bonelli Editore","",""
"385",NA,"Carnevali, Adriano","M","Autore Unico","IT","GN","Sbam! Comics","",""
"386",NA,"Carotenuto, Francesca","F","Colori","IT","P","Sergio Bonelli Editore","",""
"387",NA,"Carotenuto, Marta","F","Sceneggiatura","IT","GN","Edizioni INKiostro","",""
"388",NA,"Carpinteri, Giorgio","M","Autore Unico","IT","GN","Oblomov Edizioni","",""
"389",NA,"Carratello, Veronica ""Veci""","F","Autrice Unica","IT","GN","Bao Publishing, Edizioni NPE","",""
"390",NA,"Carrat˘, Vincenzo","M","Disegni","IT","GN","Cut Up Publishing","",""
"391",NA,"Carreri, Stefano","M","Disegni","IT","GN","Libreria Geografica","",""
"392",NA,"Carriero, Marcello","M","Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"393",NA,"Carta, Giorgio","M","Disegni","IT","GN","Kleiner Flug","",""
"394",NA,"Caruso, Antonia","F","Sceneggiatura","IT","GN","Feltrinelli Editore","",""
"395",NA,"Casagrande, Elena","F","Chine, Disegni","IT, FR, USA","P ","BOOM! Studios, Bugs Comics, DC Comics, IDW Publishing, Image Comics, Marvel Comics, Panini Comics, Titan Comics","SRF - Scuola Romana dei Fumetti",""
"396",NA,"Casalanguida, Luca","M","Disegni","IT, FR","P, GN","…ditions Delcourt, Sergio Bonelli Editore","",""
"397",NA,"Casale, Dennis","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"398",NA,"Casali, Matteo","M","Sceneggiatura","IT, USA","P, GN","DC Comics, Marvel Comics, Panini Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Firenze/Reggio Emilia",""
"399",NA,"Cascioli, Andrea","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"400",NA,"Caselli, Marco","M","Disegni","IT","GN","TunuÈ","",""
"401",NA,"Caselli, Stefano","M","Disegni","IT, USA","P","Marvel Comics, Panini Comics","SRF - Scuola Romana dei Fumetti",""
"402",NA,"Casertano, Giampiero","M","Disegni","IT","P, GN","ReNoir Comics, Sergio Bonelli Editore","",""
"403",NA,"Casetti, Giorgia","F","Disegni","FR","GN","Guymic","",""
"404",NA,"Casini, Stefano","M","Disegni","IT, FR","P, GN","Editions Mosquito, Mosquito, Sergio Bonelli Editore, TunuÈ","",""
"405",NA,"Cassaro Bros. (Gaspare e Gaetano)","M","Disegni","IT","P","Sergio Bonelli Editore, The Walt Disney Company","",""
"406",NA,"Castaldi, Paolo","M","Autore Unico","IT","GN","BeccoGiallo, Feltrinelli Editore","Scuola superiore d'arte applicata (Milano), Scuola Mohole (Milano)",""
"407","Casty","Castellan, Andrea","M","Colori, Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"408",NA,"Castellani, Renata","F","Disegni","IT, FR","P, GN","…ditions le Lombard, The Walt Disney Company","",""
"409",NA,"Castelli, Alfredo","M","Sceneggiatura","IT","P","Astorina, COMICON Edizioni, Sergio Bonelli Editore, The Walt Disney Company","",""
"410",NA,"Castelli, Francesco","M","Chine, Disegni","IT, FR","GN","Arnoldo Mondadori Editore, …ditions Paquet, Mondadori, Shockdom, Tatai Lab","",""
"411",NA,"Castellini, Claudio","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics, Sergio Bonelli Editore","",""
"412",NA,"Castelluccio, Davide","M","Disegni","IT","GN","BeccoGiallo, ReNoir Comics","",""
"413",NA,"Castiello, Marco","M","Disegni","FR, USA","P, GN","DC Comics, …ditions Delcourt, Marvel Comics","Scuola italiana di Comix (Napoli)",""
"414",NA,"Catacchio, Onofrio","M","Autore Unico, Disegni","IT","P, GN","Centauria, Sergio Bonelli Editore","Accademia di Belle Arti di Bologna (Corso fumetto e illustrazione)",""
"415",NA,"Catalano, Monica","F","Disegni","IT, FR","P, GN","…ditions Clair de Lune, The Walt Disney Company","",""
"416",NA,"Catellani, Emilio","M","Disegni","IT","P","The Walt Disney Company","",""
"417",NA,"Catenacci, Davide","M","Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"418",NA,"Catone, Marianna","F","Autrice Unica","IT","GN","Shockdom","",""
"419",NA,"Cattaneo, Paolo","M","Autore Unico","IT","GN","Canicola Edizioni, Rizzoli Lizard","Scuola internazionale di Comics - Milano",""
"420",NA,"Cattani, Francesco","M","Autore Unico, Chine, Disegni","IT","P, GN","Canicola Edizioni, Coconino Press, Sergio Bonelli Editore","Scuola internazionale di Comics - Reggio Emilia, Corso di fumetto - Arena del Fumetto (Bologna)",""
"421",NA,"Cavaletto, Andrea","M","Sceneggiatura","IT","P, GN","Bugs Comics, Edizioni INKiostro, Sergio Bonelli Editore","Scuola Holden",""
"422",NA,"Cavallini, Linda","F","Disegni","IT","GN","Panini Comics","",""
"423",NA,"Cavatton, Elia","M","Disegni","IT","GN","Shockdom","",""
"424",NA,"Cavazzano, Giorgio","M","Disegni","IT","P","The Walt Disney Company","",""
"425",NA,"Cavenago, Gigi","M","Colori, Disegni","IT","P","Sergio Bonelli Editore","",""
"426",NA,"Cavezzali, Massimo","M","Autore Unico","IT","GN","Cut Up Publishing","",""
"427",NA,"Cavini, Ivan","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"428",NA,"Cecchetti, Riccardo","M","Disegni","IT","GN","BeccoGiallo","",""
"429","Bigio","Cecchi, Luigi","M","Autore Unico","IT","GN","Shockdom","",""
"430",NA,"Ceccoli, Nicoletta","F","Autrice Unica","FR","GN","…ditions Soleil","",""
"431","LRNZ","Ceccotti, Lorenzo","M","Autore Unico","IT","GN","Bao Publishing, Coconino Press","SRF - Scuola Romana dei Fumetti",""
"432",NA,"Ceci, Francesca","F","Sceneggiatura","IT","GN","TunuÈ","",""
"433",NA,"Cedeno, NiccolÚ","M","Disegni","IT","GN","TunuÈ","",""
"434",NA,"Ceglia, Luciano","M","Autore Unico","IT","GN","Hazard Edizioni","",""
"435",NA,"Celestini, Oscar","M","Colori","IT","P","Sergio Bonelli Editore, The Walt Disney Company","",""
"436","Ritardo","Cellino, Giulia","F","Autrice Unica","IT","GN","Feltrinelli Editore","",""
"437",NA,"Celoni, Fabio","M","Disegni","IT","P","Sergio Bonelli Editore, The Walt Disney Company","",""
"438",NA,"Cenni, Filippo","M","Disegni","FR","GN","…ditions Glenat","",""
"439",NA,"Centoducati, Salvatore","M","Autore Unico","IT","GN","Hazard Edizioni","",""
"440",NA,"Centomo, Erika","F","Sceneggiatura","IT","P, GN","The Walt Disney Company, Tridimensional SRL, TunuÈ","",""
"441",NA,"Centomo, Katja","F","Sceneggiatura","IT, FR","P, GN","Les Humanoides Associes, The Walt Disney Company, TunuÈ","",""
"442",NA,"Cerchi, Daria","F","Colori","IT, FR, USA","P ","…ditions Soleil, Image Comics, Sergio Bonelli Editore","Scuola del fumetto (Milano)",""
"443",NA,"Cercignano, Anna","F","Autrice Unica, Disegni","IT","GN","BeccoGiallo","",""
"444",NA,"Ceregatti, Ludovica","F","Disegni","IT","GN","Noise Press, Shockdom","",""
"445",NA,"Cerri, Mara","F","Autrice Unica","IT","GN","Coconino Press","",""
"446",NA,"Cerveglieri, Pierluigi","M","Disegni","IT, FR","P, GN","Astorina, …ditions Clair de Lune, The Walt Disney Company","",""
"447",NA,"Cesarello, Davide","M","Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"448",NA,"Cesaro, Giuseppe","M","Sceneggiatura","IT","GN","Round Robin","",""
"449",NA,"Cestaro, Gianluca","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)",""
"450",NA,"Cestaro, Raul","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)",""
"451",NA,"Checcaglini, Claudia ""Chec""","F","Colori","FR","GN","…ditions Delcourt","",""
"452",NA,"Checchetto, Marco","M","Disegni","IT, USA","P","Marvel Comics, Panini Comics","",""
"453",NA,"Chella, Andrea","M","Disegni","IT, FR","P, GN","…ditions Delcourt, Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)",""
"454",NA,"Chemello, Federico","M","Sceneggiatura","IT, FR","GN","…ditions Clair de Lune, Noise Press, Shockdom","",""
"455",NA,"Chendi, Walter","M","Autore Unico","IT","GN","TunuÈ","",""
"456",NA,"Chiabotti, Virginia","F","Colori","IT","P","Sergio Bonelli Editore","",""
"457","Prenzy","Chiappara, Francesco","M","Autore Unico, Disegni","IT","P, GN","Bugs Comics, Editoriale Cosmo, Shockdom","",""
